ID,var_rpta_alt,Prob_uno
173089#988421#91921,1,0.8883
421844#381931#697922,1,0.66
461929#453912#626428,0,0.09
422977#845492#234850,1,0.6129
241287#322897#760238,1,0.8
335348#263886#819103,1,0.8192
190366#714214#366128,0,0.39
356482#926051#154291,1,0.66
101902#482815#597527,1,0.54
101902#651185#429157,0,0.365
101902#482807#597535,1,0.54
101902#651411#428931,0,0.21
101902#482801#597541,1,0.54
406770#722890#357452,0,0.48
16587#856945#223397,1,0.61
389695#845903#234439,1,0.822
174092#19786#1077711,0,0.47
311487#28856#754455,0,0.34
441679#13504#1002180,1,0.81
290206#7077#1005534,0,0.32
320143#380145#710090,1,0.5933
113990#1075891#4451,1,0.5558
294929#501836#578506,0,0.4667
294929#351513#729257,0,0.38
176625#142545#945552,1,0.62
176625#302368#780750,1,0.62
176625#448739#631617,0,0.38
266411#800824#279518,0,0.3592
266411#299186#783911,1,0.5308
278122#339220#741425,0,0.34
338940#75306#1029755,1,0.6525
236049#685677#394665,1,0.5017
108245#899417#180925,1,0.5185
261642#975593#104749,0,0.33
138293#717206#363136,1,0.5275
138293#717097#363245,1,0.5275
630691#232314#850524,0,0.4467
148299#476910#603432,1,0.56
87771#392641#687267,0,0.4773
87771#116523#971291,0,0.4773
630971#420509#659481,0,0.255
61166#652543#427799,0,0.4367
465485#197530#890730,0,0.1759
33277#204752#880503,0,0.14
33277#1036495#43847,1,0.5
24609#245215#837780,0,0.305
24609#183845#904292,0,0.305
163602#221057#861736,1,0.585
586497#992595#87747,0,0.4785
586497#20249#1009729,1,0.52
280953#164783#923340,0,0.42
280953#212238#870515,0,0.42
436973#817724#262618,0,0.36
68684#14362#1077115,0,0.3
68684#629569#450773,0,0.38
68684#629552#450790,1,0.565
510860#146047#942047,0,0.41
422292#942757#137585,1,0.9
344742#393598#686310,0,0.2
590652#107778#980017,1,0.7625
269998#236204#846714,0,0.4062
96434#656639#423703,0,0.35
96434#656309#424033,0,0.35
240025#709479#370863,0,0.31
128005#346539#734167,0,0.24
150182#752223#328119,0,0.41
6006#838643#241699,1,0.63
6006#280195#802848,1,0.63
261948#886762#193580,1,0.6089
74760#772939#307403,0,0.43
612740#652124#428218,0,0.48
336532#685339#395003,0,0.22
336532#291669#791390,0,0.22
576485#874948#205394,0,0.3996
70381#839280#241062,0,0.36
247503#757601#322741,1,0.625
196204#895468#184874,0,0.33
46481#632807#447535,0,0.42
347507#246706#836289,0,0.3767
451716#623480#456862,1,0.51
30342#677241#403101,1,0.5913
30342#677141#403201,1,0.5913
30342#397579#682323,0,0.3527
394646#223825#858976,0,0.23
394646#854603#225739,0,0.36
394646#389997#689869,0,0.36
282147#852987#227355,0,0.395
282147#12231#1078235,1,0.59
376756#951109#129233,1,0.7233
376756#253529#829471,0,0.47
147039#603362#476980,1,0.5767
266312#323659#759474,0,0.2
266312#714439#365903,0,0.435
367266#609844#470498,0,0.46
527373#838655#241687,1,0.5983
436238#35785#1069268,0,0.43
257289#311797#771346,0,0.3385
257289#444598#635733,0,0.3385
331376#184875#903264,0,0.475
350380#74983#1030069,0,0.4
413068#848032#232310,0,0.38
30963#445270#635061,1,0.6867
472895#824561#255781,0,0.34
472895#105311#982466,0,0.44
215367#274840#808183,0,0.4679
215367#48196#1056629,0,0.4679
177406#748639#331703,1,0.49
339624#401282#678633,1,0.75
320192#387962#691889,1,0.545
39795#640150#440192,0,0.2375
505566#762969#317373,1,0.755
224455#815876#264466,0,0.4867
458276#456058#624271,1,0.78
34069#85859#1019397,1,0.4967
34069#647423#432919,1,0.4967
3558#832165#248177,1,0.674
106509#869937#210405,1,0.6733
106509#888265#192077,1,0.6733
144875#119029#968798,1,0.5533
144875#833488#246854,0,0.08
83938#43648#1061169,0,0.44
387780#152393#935702,1,0.7
177968#815344#264998,1,0.5433
392339#974225#106117,0,0.31
392339#103519#984253,0,0.282
534228#329918#750781,0,0.3938
500290#140803#947302,1,0.6633
500290#257833#825152,0,0.27
345627#360734#719129,0,0.239
400784#49285#1055546,0,0.406
419118#282465#800590,0,0.19
316549#597031#483311,0,0.3975
316549#6255#1076287,0,0.3975
316549#965852#114490,0,0.4481
31367#739681#340661,0,0.378
31367#739680#340662,0,0.27
129926#669751#410591,1,0.5105
545730#845418#234924,0,0.4402
131863#897861#182481,0,0.1308
120527#375244#704605,1,0.55
545346#869603#210739,1,0.82
602130#773302#307040,0,0.2817
463668#295647#787451,0,0.19
16736#791484#288858,0,0.07
16736#791347#288995,0,0.07
341328#69746#1035305,1,0.52
150767#178940#909185,0,0.435
582730#289568#793491,1,0.6883
582730#828158#252184,1,0.6123
582730#828110#252232,1,0.6883
558869#370238#709611,1,0.89
124032#832992#247350,0,0.3375
124032#103488#984284,0,0.39
347646#61261#1043719,1,0.6367
125040#795289#285053,0,0.3558
548987#344713#735964,0,0.48
169767#411644#668275,1,0.676
430952#711486#368856,0,0.215
430952#711487#368855,0,0.215
578664#468243#612099,0,0.4825
153323#262636#820348,1,0.6375
609516#772286#308056,0,0.43
609516#772504#307838,0,0.43
357779#67606#1037429,1,0.67
329736#71233#1033825,1,0.705
348013#260015#822965,0,0.2475
348013#166697#921426,0,0.2475
232829#844363#235979,0,0.482
433015#411361#668564,1,0.6598
369714#468056#612286,0,0.3408
43341#97953#989810,0,0.39
43341#202521#882715,0,0.39
398500#870938#209404,0,0.4389
608964#1023570#56772,1,0.76
345072#55062#1049890,0,0.12
4787#717161#363181,1,0.6967
360492#854373#225969,0,0.3467
162625#766677#313665,1,0.888
180206#626450#453892,1,0.6
391286#660577#419765,0,0.4157
237946#850709#229633,0,0.4406
136184#961643#118699,1,0.6449
262512#1050283#30059,0,0.3767
31001#268869#814144,1,0.6812
97006#392201#687700,0,0.41
628083#866762#213580,0,0.445
427458#728380#351962,0,0.476
427458#728115#352227,0,0.476
342873#886030#194312,0,0.23
373899#763171#317171,1,0.61
605615#202127#883114,1,0.62
169887#107693#980104,1,0.5733
224807#1072975#7367,1,0.52
231817#759182#321160,1,0.7364
329388#1015486#64856,0,0.3925
111034#340076#740572,1,0.5225
111034#171204#916932,1,0.5225
61635#207289#875396,0,0.29
218553#996413#83929,0,0.3217
600383#748374#331968,0,0.41
324553#376172#703680,1,0.74
86197#817534#262808,0,0.38
291860#461661#618680,1,0.55
268197#743485#336857,1,0.5186
84606#347858#732871,1,0.845
84606#209709#873027,1,0.845
48519#154480#933635,1,0.615
559069#1020930#59412,1,0.77
119466#783223#297119,0,0.27
193588#138323#949776,0,0.445
214391#380747#699108,1,0.6833
383459#126959#960879,1,0.525
383459#1052966#27376,1,0.525
383459#1052953#27389,1,0.525
535929#699593#380749,0,0.16
599406#101986#985785,1,0.8367
378150#214643#868113,1,0.5333
378150#413496#666421,1,0.5333
393534#318653#764484,1,0.51
427822#843080#237262,0,0.48
23463#736313#344029,0,0.44
433401#111606#976201,1,0.613
250067#625747#454595,0,0.26
462964#910168#170174,0,0.4708
462964#924530#155812,1,0.5853
351802#378909#700947,1,0.6697
62719#643139#437203,0,0.415
440426#758484#321858,1,0.6193
440426#758593#321749,0,0.48
237139#269341#813670,0,0.21
422132#143129#944973,1,0.619
422132#190674#897565,1,0.619
458278#252295#830712,1,0.6793
186425#48254#1056570,1,0.5667
535971#838650#241692,1,0.49
311287#732258#348084,0,0.414
258203#490466#589876,1,0.519
317182#774543#305799,0,0.41
193342#979416#100926,0,0.3976
193815#355567#724297,0,0.48
193815#608812#471530,1,0.6135
566268#199529#888740,1,0.5833
577041#189296#898925,0,0.34
98994#669366#410976,1,0.526
603437#751172#329170,1,0.6743
621422#301495#781621,0,0.345
621422#631959#448383,0,0.345
450516#838634#241708,1,0.53
211557#1029795#50547,0,0.44
300566#110203#977596,0,0.43
300566#199064#889201,0,0.43
300566#276930#806098,0,0.43
190584#212053#870701,0,0.47
518927#241462#841558,1,0.525
271179#335868#744717,0,0.398
271179#412799#667115,0,0.398
284895#870604#209738,0,0.1947
281612#633356#446986,0,0.3438
44848#768477#311865,0,0.4622
160243#280929#802114,0,0.36
591395#329732#750970,1,0.6975
411313#964963#115379,1,0.6367
312753#24833#1008779,0,0.2011
281956#29019#727953,0,0.36
281956#29019#728002,0,0.36
548747#776216#304126,0,0.34
344494#809675#270667,0,0.2145
413965#747698#332644,1,0.6333
302139#1079500#842,0,0.4621
288304#86070#1019192,0,0.255
166787#229249#853587,1,0.6825
58462#1074859#5483,0,0.42
529809#805901#274441,0,0.36
596051#332139#748426,1,0.73
277008#763867#316475,1,0.76
30244#170864#917273,0,0.27
30244#449709#630663,0,0.27
616371#872622#207720,1,0.5794
616371#881011#199331,1,0.5794
280163#118406#969426,1,0.52
150387#628641#451701,1,0.8135
350557#535685#544657,0,0.3892
73397#602300#478042,1,0.67
73397#960855#119487,0,0.32
242736#869752#210590,1,0.79
448648#273777#809239,0,0.2817
448648#377561#702301,0,0.2817
230112#79859#1025339,1,0.66
129423#603048#477294,0,0.3636
469420#1036461#43881,1,0.59
405962#877495#202847,1,0.5
150857#872686#207656,1,0.61
91260#142937#945161,1,0.59
95971#279566#803481,0,0.2
498512#890171#190171,0,0.4236
285423#521375#558967,0,0.32
19921#291023#792034,0,0.45
19921#126732#961104,0,0.45
288573#1059446#20896,1,0.71
288573#1058925#21417,0,0.446
602924#781469#298873,0,0.325
602924#335325#745261,0,0.2975
551605#1010840#69502,1,0.53
551605#288098#794972,1,0.53
523311#646933#433409,1,0.5313
429958#714034#366308,1,0.788
622326#804019#276323,1,0.69
573783#765359#314983,0,0.43
583740#905116#175226,1,0.5573
353002#833990#246352,1,0.665
203331#168137#919996,0,0.3516
184226#969108#111234,1,0.7033
321932#71752#1033310,1,0.57
413639#609873#470469,0,0.315
163420#1076166#4176,1,0.855
259988#381262#698592,1,0.51
277606#870265#210077,1,0.5949
277606#866286#214056,1,0.5949
467847#300677#782437,0,0.34
398074#193663#894587,0,0.244
398074#290140#792917,0,0.244
598177#168766#919369,1,0.675
477798#359722#720141,0,0.3567
318343#959495#120847,0,0.44
196246#725369#354973,0,0.445
196246#515812#564530,1,0.52
224035#867211#213131,0,0.48
527023#108750#979045,0,0.42
633182#665525#414817,1,0.5787
185276#514979#565363,1,0.726
223662#399286#680626,1,0.68
423945#178511#909612,1,0.52
241314#167537#920592,1,0.57
423231#569198#511144,0,0.4043
533110#488794#591548,1,0.5525
573188#822047#258295,0,0.285
496480#984491#95851,1,0.495
153124#341173#739474,0,0.41
522565#194306#893948,1,0.5183
522565#249262#833738,1,0.5183
522565#437526#642772,1,0.75
312691#486460#593882,1,0.555
312691#30887#884043,1,0.4933
626085#826606#253736,1,0.777
346057#70446#1034605,0,0.3368
284030#904576#175766,0,0.2461
284030#884158#196184,0,0.2461
91297#466254#614088,0,0.3454
288301#444232#636090,1,0.5822
288301#296632#786467,1,0.5822
288301#157294#930807,1,0.5822
509450#869465#210877,1,0.5573
509450#912468#167874,1,0.5573
579150#280525#802515,0,0.35
7203#1052867#27475,0,0.2915
546125#177844#910271,1,0.7
546125#452509#627845,1,0.7
546125#952502#127840,1,0.7
592204#118277#969554,1,0.8208
477726#736342#344000,1,0.55
95855#637130#443212,0,0.17
351717#388498#691356,1,0.56
19257#750896#329446,0,0.12
19257#750993#329349,0,0.12
103275#174342#913769,0,0.4783
562139#360588#719274,1,0.517
562139#158770#929341,1,0.517
113024#1069452#10890,0,0.4078
423404#217550#865224,1,0.7843
416846#194254#894000,0,0.33
416846#1065372#14970,0,0.2725
176925#999221#81121,1,0.5383
102433#79152#1026006,1,0.58
355171#322007#761135,0,0.15
300234#944020#136322,0,0.2144
587657#802494#277848,1,0.655
587657#335116#745467,1,0.655
519870#868852#211490,0,0.4089
233068#752976#327366,0,0.26
298828#1062513#17829,1,0.6485
233378#871000#209342,0,0.1947
578993#1038885#41457,0,0.4623
208219#410127#669796,0,0.402
260829#122630#965188,1,0.7583
35549#689790#390552,0,0.43
35549#1037097#43245,1,0.5867
408366#744404#335938,1,0.64
197496#509425#570917,0,0.4883
625885#129929#957915,1,0.615
93630#470503#609839,0,0.25
297545#753064#327278,0,0.4167
97715#391393#688512,1,0.67
243693#410124#669799,0,0.21
243693#947378#132964,0,0.02
243693#138680#949416,0,0.02
344682#256441#826541,1,0.72
126509#316150#766989,1,0.5871
126509#294468#766989,1,0.5871
224857#803981#276361,0,0.4833
211254#85349#1019911,0,0.3625
223351#973641#106701,0,0.4683
223351#973533#106809,1,0.545
223351#973591#106751,1,0.545
338478#941887#138455,1,0.59
237686#230948#851885,0,0.435
237686#121132#966691,0,0.435
111416#187937#900223,1,0.77
100034#113458#974354,1,0.69
402577#288871#794193,1,0.625
477466#640850#439492,1,0.59
126538#135234#952855,0,0.39
598479#722660#357682,0,0.4767
418625#469612#610730,0,0.45
532891#783263#297079,0,0.38
349298#54015#1050934,0,0.37
21894#673500#406842,0,0.38
323755#847386#232956,0,0.28
467566#618155#462187,0,0.4367
467566#618241#462101,0,0.4367
540927#233484#849348,1,0.655
540927#408051#671865,1,0.5064
217623#91237#996512,1,0.49
625557#375381#704471,1,0.68
625557#297927#785178,0,0.43
85821#396493#683418,0,0.3325
199947#123130#964693,0,0.3067
199947#532003#548339,1,0.5933
199947#531993#548349,1,0.5933
199947#312497#770647,1,0.5933
199947#532027#548315,1,0.5933
235853#788230#292112,1,0.5933
387115#164375#923741,0,0.48
268785#522757#557585,1,0.8633
268785#522777#557565,1,0.51
268785#739808#340534,1,0.8633
617147#772091#308251,1,0.5575
500286#867531#212811,1,0.53
348890#825312#255030,1,0.7517
487760#768237#312105,1,0.8467
15098#690147#390195,0,0.394
625064#71819#1033245,1,0.595
625064#355948#723914,1,0.78
90939#877408#202934,0,0.3847
417020#307582#775540,0,0.46
37743#874530#205812,0,0.455
376206#962160#118182,0,0.48
419496#346427#734280,1,0.7933
419496#71248#1033811,1,0.7933
502056#973742#106600,0,0.4
107489#109525#978270,0,0.3233
107489#205677#879591,1,0.6025
9766#608508#471834,1,0.52
418047#153570#934535,0,0.48
418047#257141#825835,0,0.48
433811#233665#849166,0,0.48
433811#1060303#20039,0,0.48
251594#825445#254897,1,0.52
251594#45587#1059242,1,0.52
20484#428310#651687,1,0.5678
20484#30719#1013947,1,0.5873
20484#30719#1010206,1,0.5873
20484#30719#1008505,0,0.335
227553#981883#98459,0,0.38
168608#471816#608526,0,0.4871
486352#1067571#12771,0,0.4833
624707#784080#296262,1,0.5925
624707#60107#1044871,1,0.5
624707#375248#704602,1,0.5
624707#299906#783206,1,0.5
127999#656285#424057,0,0.1367
595322#1019238#61104,1,0.6
577912#878785#201557,1,0.5573
613509#716889#363453,1,0.68
286744#1044035#36307,0,0.4433
133604#37628#1067432,1,0.6
369042#123738#964089,0,0.4667
369042#223749#859052,1,0.6542
533361#922013#158329,0,0.3517
353589#71353#1033705,1,0.61
408936#329349#751348,0,0.34
130929#575130#505212,0,0.44
99560#280457#802582,1,0.5867
477710#409273#670653,0,0.27
290104#1012209#68133,1,0.5033
371056#603780#476562,1,0.5632
252074#766727#313615,0,0.41
185269#730692#349650,1,0.7267
114853#456291#624033,1,0.54
114853#298581#784523,1,0.54
407945#262097#820885,1,0.92
178547#715154#365188,1,0.68
396355#1003118#77224,1,0.54
219622#409706#670212,0,0.27
294453#172792#909598,0,0.04
404665#1044747#35595,1,0.52
138630#946453#133889,1,0.6
306315#29332#728809,0,0.4073
306315#29332#728406,0,0.4073
269470#27305#752320,0,0.405
594687#683733#396609,1,0.67
567361#379950#699902,0,0.3167
567361#270701#812304,0,0.3167
380420#161734#926371,1,0.77
91072#668562#411780,0,0.28
81441#1070790#9552,0,0.36
81441#1070615#9727,0,0.36
47895#1015333#65009,0,0.45
615213#661139#419203,1,0.81
615213#376552#703301,0,0.4667
201252#319521#763628,0,0.465
201252#369995#709857,0,0.465
98806#802879#277463,0,0.38
567207#496738#583604,0,0.21
567207#682334#398008,0,0.21
452662#428811#651184,1,0.56
75684#211175#871578,0,0.345
434625#356512#723351,1,0.8967
617783#269689#813323,1,0.5771
557373#303940#779165,1,0.6267
557373#163497#924624,0,0.4193
557373#1029379#50963,0,0.4193
161623#361674#718187,1,0.5867
615339#1035148#45194,0,0.41
472249#110594#977211,1,0.62
130999#490613#589729,1,0.54
501272#757294#323048,0,0.39
501272#12558#1013679,0,0.39
6413#473458#606884,0,0.365
291856#1030268#50074,0,0.3422
470692#701226#379116,1,0.69
285759#492590#587752,0,0.33
285759#492587#587755,0,0.33
285759#492552#587790,0,0.33
285759#492577#587765,0,0.33
285759#492555#587787,0,0.33
492533#627461#452881,1,0.78
598444#177327#910786,0,0.29
172634#821744#258598,1,0.55
43057#795253#285089,0,0.25
551002#225299#857511,1,0.5933
551002#781436#298906,0,0.4667
261815#234152#848692,0,0.33
16813#181568#906568,0,0.35
16813#462055#618285,0,0.35
319432#713077#367265,1,0.5808
319432#66235#1038790,1,0.5808
68980#363982#715867,1,0.66
69561#172389#915734,0,0.37
69561#305804#777306,0,0.37
602622#1018151#62191,0,0.4033
602622#387414#692437,1,0.5783
583245#270565#812441,1,0.54
583245#1010039#70303,1,0.49
566673#569848#510494,1,0.51
70670#687009#393333,0,0.485
599291#225705#857106,1,0.5227
141134#653622#426720,1,0.64
408947#971246#109096,1,0.605
408947#1007157#73185,1,0.605
510130#411821#668098,1,0.51
417503#535566#544776,0,0.44
375873#713859#366483,1,0.5
163182#113635#974181,1,0.76
55434#1062326#18016,1,0.71
571883#251972#831034,0,0.19
571883#851793#228549,0,0.2315
438554#91704#996059,1,0.52
438554#796510#283832,1,0.49
270037#956133#124209,0,0.355
270037#4798#1003476,0,0.275
34506#699426#380916,0,0.3817
34506#14147#1012935,0,0.3067
340106#662991#417351,1,0.71
332269#730957#349385,1,0.51
158660#227552#855277,0,0.462
158660#966551#113791,0,0.462
158660#597066#483276,0,0.04
175317#792598#287744,1,0.81
249921#1011353#68989,1,0.52
556829#351551#729220,0,0.3
84883#309607#773522,0,0.44
119301#262104#820878,0,0.45
503782#792604#287738,1,0.52
205923#872681#207661,0,0.34
21191#545001#535341,0,0.28
21191#792588#287754,1,0.68
220344#1067813#12529,1,0.6267
220344#95387#992392,0,0.46
8574#651698#428644,1,0.5185
616277#874343#205999,0,0.485
555763#389318#690532,0,0.31
157742#143590#944513,1,0.5075
588951#436004#644234,0,0.4067
23378#954220#126122,1,0.67
96905#868684#211658,0,0.4067
422815#809189#271153,1,0.6526
554405#1022864#57478,1,0.6782
541077#1022640#57702,1,0.518
613805#912358#167984,1,0.57
12033#784505#295837,0,0.4767
42560#448703#631653,0,0.25
421979#758516#321826,0,0.43
381242#740278#340064,0,0.395
88553#107058#980731,1,0.515
88553#391838#688066,0,0.385
431991#822761#257581,1,0.52
137855#1010011#70331,1,0.6667
612789#1034513#45829,0,0.4682
38180#79703#1025485,1,0.75
389936#436514#643750,1,0.69
123153#724334#356008,0,0.4569
154070#809054#271288,0,0.34
154070#808622#271720,1,0.7
182020#580792#499550,0,0.45
362436#974617#105725,0,0.07
597374#871958#208384,1,0.49
44028#869479#210863,0,0.4431
44028#908655#171687,0,0.4431
132111#279628#803418,1,0.54
132111#157088#931011,1,0.54
361987#712498#367844,1,0.74
612895#291553#791510,0,0.28
103459#785513#294829,1,0.5294
503896#239141#843868,1,0.5
503896#371528#708322,1,0.5
164019#111475#976330,1,0.64
84971#1017448#62894,1,0.7233
197205#999631#80711,1,0.61
336805#357246#722618,0,0.35
336805#715205#365137,0,0.35
274297#805093#275249,1,0.6817
593772#731417#348925,1,0.58
249645#722764#357578,1,0.58
171537#676540#403802,0,0.3404
563769#985423#94919,0,0.41
311171#501809#578533,1,0.5683
515346#536687#543655,0,0.23
318158#882320#198022,0,0.149
108571#203119#882114,1,0.5
108571#420243#659745,1,0.5
108571#129847#957997,1,0.5
108571#289240#793823,1,0.5
533958#963752#116590,0,0.4365
279322#631108#449234,1,0.55
41940#148846#939246,0,0.4327
139844#603896#476446,0,0.2883
237726#440558#639748,1,0.5
246391#445639#634687,0,0.46
246391#948457#131885,0,0.46
43112#260764#822222,0,0.42
32891#167183#920944,0,0.27
32891#319280#763866,0,0.27
592970#957980#122362,1,0.6814
592970#202486#882750,1,0.6814
283894#990589#89753,1,0.7032
554606#149926#938166,0,0.33
633094#738986#341356,1,0.6431
70454#473000#607342,0,0.4633
172236#709883#370459,0,0.3775
319061#223342#859457,0,0.415
342712#764342#316000,1,0.5721
47188#1014907#65435,0,0.4125
47188#1015309#65033,0,0.335
29348#217622#865149,1,0.534
29348#570927#509415,0,0.4567
227015#520863#559479,1,0.5465
227015#735662#344680,1,0.6533
442029#1076936#3406,1,0.81
65840#166282#921840,1,0.97
65840#374474#705377,1,0.97
65840#350495#730271,1,0.58
177449#1011350#68992,0,0.4
563325#868954#211388,0,0.4345
563325#872287#208055,0,0.4345
579218#62625#1042363,0,0.2
17502#172048#916075,0,0.4001
17502#202728#882510,0,0.4001
336373#270881#812127,1,0.525
336373#993602#86740,1,0.49
386638#78855#1026291,1,0.56
144015#90496#1014832,1,0.535
144015#343914#736762,1,0.535
149517#647882#432460,1,0.6875
501269#825254#255088,1,0.5428
501269#1004880#75462,1,0.84
283779#1015114#65228,0,0.2733
283779#181998#906136,0,0.355
283779#1015116#65226,0,0.2733
67798#1043415#36927,0,0.3483
273518#1004933#75409,0,0.47
136672#822666#257676,0,0.3507
14675#639328#441014,0,0.47
53509#224209#858593,0,0.35
244093#877579#202763,1,0.52
267130#402278#677641,0,0.41
267130#103971#983800,0,0.41
364025#157777#930324,0,0.3933
131080#898879#181463,0,0.4295
99969#646364#433978,1,0.49
99969#646385#433957,1,0.76
33429#1032117#48225,1,0.64
562736#665768#414574,1,0.55
562736#665769#414573,1,0.5558
589821#339110#741534,1,0.845
589821#558247#522095,1,0.845
283873#235894#847009,0,0.1475
210168#906565#173777,0,0.4295
532418#869001#211341,1,0.7215
97003#757076#323266,0,0.4633
261175#138001#950098,1,0.5308
261175#1047436#32906,1,0.5308
452447#86622#1018645,1,0.87
473554#558742#521600,1,1.0
53065#649747#430595,1,0.6
302355#798034#282308,1,0.585
179720#340064#740584,0,0.415
521755#885794#194548,0,0.4236
455957#422788#657195,1,0.8
550231#59112#1045861,1,0.7
445813#868976#211366,0,0.3517
142536#132990#954957,0,0.36
142536#430865#649165,0,0.36
142536#237109#845841,0,0.36
23913#623967#456375,1,0.86
335145#386186#693665,1,0.6676
609180#898886#181456,0,0.4236
431980#798424#281918,1,0.56
64077#780115#300227,0,0.47
64077#211503#871251,1,0.52
64077#92629#995134,0,0.47
339088#144909#943190,0,0.11
422156#1075801#4541,1,0.925
422156#1075937#4405,1,0.925
569018#687683#392659,0,0.2367
86379#153901#934214,0,0.39
66451#869312#211030,1,0.5
552905#230622#852214,0,0.42
513985#678433#401909,0,0.3523
279606#770715#309627,1,0.56
57271#383072#696778,1,0.51
363694#668788#411554,1,0.635
363694#715074#365268,0,0.4842
363694#1045275#35067,1,0.635
417909#242806#840206,0,0.4275
448335#1002035#78307,1,0.61
448335#355648#724216,0,0.305
159497#846806#233536,1,0.81
401295#320839#762318,1,0.59
20209#82473#1022779,0,0.46
110446#1066775#13567,1,0.49
129774#672733#407609,1,0.495
129774#280783#802261,0,0.3967
537753#404759#675164,1,0.79
360444#74664#1030388,0,0.4025
277139#795183#285159,0,0.43
593486#752941#327401,1,0.68
583153#1009784#70558,0,0.47
316860#959479#120863,0,0.2558
598676#562417#517925,1,0.535
598676#562350#517992,1,0.535
160866#566082#514260,0,0.48
160866#566767#513575,0,0.48
160866#566772#513570,0,0.48
268304#1041235#39107,1,0.63
268304#604610#475732,0,0.46
401624#971277#109065,1,0.495
401624#971732#108610,1,0.495
401624#971415#108927,0,0.474
288828#1018552#61790,0,0.43
39141#832590#247752,1,0.5
445308#866393#213949,1,0.5883
383605#130244#957600,0,0.471
180252#868702#211640,0,0.3792
615940#58851#1046123,1,0.8
585198#683541#396801,1,0.6333
522752#1025638#54704,0,0.32
426716#746727#333615,1,0.532
426716#525449#554893,1,0.532
60576#668198#412144,1,0.52
69539#646858#433484,0,0.3842
361258#727364#352978,0,0.485
361258#612467#467875,1,0.5171
477219#242133#840883,0,0.45
477219#129339#958511,0,0.45
292730#701580#378762,1,0.53
48531#492170#588172,0,0.46
48531#400386#679520,0,0.46
48531#671820#408522,0,0.46
48531#179449#908673,0,0.46
48531#251860#831146,0,0.485
366180#1049060#31282,1,0.63
14925#878909#201433,0,0.4616
331996#160690#927417,1,0.61
331996#195773#892484,1,0.61
548091#1044310#36032,0,0.4543
199951#1074673#5669,0,0.395
199951#34920#1070131,1,0.7667
631244#931726#148616,0,0.11
239998#892483#187859,0,0.43
219538#394059#685849,1,0.58
562938#52514#1052435,1,0.56
582131#859434#220908,0,0.43
289871#710071#370271,1,0.5875
289871#988979#91363,1,0.5875
120876#620682#459660,0,0.4742
1525#852655#227687,0,0.4267
41608#885929#194413,0,0.3933
188119#1065386#14956,1,0.58
93544#860136#220206,0,0.22
144729#47103#1057729,1,0.5552
110657#753561#326781,1,0.5567
200536#792642#287700,0,0.411
11952#337625#742994,0,0.315
11952#315558#767585,0,0.315
138593#946722#133620,1,0.6479
370091#506836#573506,0,0.271
367972#326992#756137,0,0.36
437774#419077#660913,1,0.6533
437774#799584#280758,1,0.62
330588#57562#1047403,0,0.3817
126510#630667#449675,0,0.2092
519667#397676#682227,1,0.5867
2911#712031#368311,1,0.5588
412743#441189#639125,1,0.63
161049#867514#212828,0,0.16
321272#1038508#41834,0,0.4867
321272#1038523#41819,1,0.5433
210241#869024#211318,0,0.3133
476368#99589#988194,1,0.665
64181#646262#434080,0,0.45
198287#748795#331547,0,0.4583
392090#248058#834944,1,0.54
392090#62593#1042395,1,0.6279
392090#458172#622170,1,0.54
283541#610119#470223,0,0.0
283541#610107#470235,0,0.0
283541#332694#747885,0,0.0
294938#655928#424414,1,0.5
451038#880071#200271,1,0.785
607043#673100#407242,0,0.42
369589#262753#820229,0,0.07
369589#178812#909311,0,0.07
380047#414165#665759,0,0.39
380047#93061#994705,0,0.39
380047#324136#758998,1,0.8817
290663#834271#246071,1,0.6
532601#794109#286233,0,0.3
413246#721727#358615,1,0.6308
186832#186905#901242,1,0.78
582317#669479#410863,0,0.44
524834#387863#691989,1,0.69
67110#108712#979081,0,0.3675
410358#619810#460532,0,0.4083
148923#383516#696337,0,0.35
214489#691919#388423,1,0.67
409064#327612#755519,1,0.68
409064#142586#945511,1,0.68
107494#692236#388106,0,0.3802
107494#115180#972640,0,0.3802
162415#247957#835045,0,0.41
229124#759386#320956,1,0.7208
257642#991615#88727,0,0.3958
257642#991800#88542,1,0.7244
535682#461442#618898,0,0.2475
208460#672370#407972,1,0.65
164359#886300#194042,0,0.3373
526330#517794#562548,1,0.6
276814#467445#612897,1,0.5167
276814#794465#285877,0,0.2567
249901#786435#293907,1,0.5958
359584#982005#98337,1,0.51
164242#154937#933177,1,0.545
329065#868752#211590,1,0.61
109475#223468#859328,0,0.4241
234533#133176#954787,0,0.4555
243831#947862#132480,0,0.2417
169698#108392#979404,0,0.285
142960#894737#185605,0,0.3697
405408#423007#656978,0,0.4183
405408#72370#1032689,0,0.4183
405408#394076#685832,0,0.4183
405408#703963#376379,1,0.57
107543#93559#994212,0,0.38
493494#188920#899273,0,0.44
328167#190487#897750,0,0.47
10251#1023309#57033,1,0.5
553365#872837#207505,0,0.3464
525341#663443#416899,1,0.6275
251664#974577#105765,1,0.59
534721#560934#519408,0,0.3333
204868#661739#418603,0,0.305
204868#397569#682333,0,0.305
263104#725807#354535,0,0.28
524031#698258#382084,0,0.4581
524031#254785#828206,1,0.5007
505842#180548#907580,0,0.16
185655#305099#778006,0,0.43
185655#125848#961984,1,0.73
442555#280680#802363,1,0.64
53986#707575#372767,0,0.4717
338199#1048418#31924,1,0.5475
